ID,Name,Gender,Nationality,Date of Birth,Visa Type,Visa Issue Date,Visa Expiry Date,University Degree,Occupation,Marital Status,Employment Status,Employer Name,Annual Income (KWD),Date of Entry to Kuwait,Type of Work,Number of Dependents,Residency Status,Visa Sponsor,Last Entry Date,Previous Visa Type
1.99606E+11,Abdulaziz Almutawa,Male,Non-Kuwaiti,8/22/2000,Work Visa,12/12/2021,2/23/2027,No,Psychiatric nurse,Married,Self-Employed,,39542,5/22/2017,Private,0,Permanent Resident,Ballard PLC,12/28/2021,None
1.99312E+11,Abdulaziz Almutawa,Male,Kuwaiti,6/18/1986,Residency Visa,1/9/2024,11/16/2026,Yes,Prison officer,Married,Unemployed,,0,2/19/2016,Private,2,Temporary Resident,Case-Terrell,2/23/2024,Residency Visa
1.99804E+11,Hamad Alajmi,Male,Non-Kuwaiti,11/14/1972,Tourist Visa,10/9/2020,5/10/2026,No,Optometrist,Divorced,Self-Employed,,17726,11/6/2014,Public,1,Permanent Resident,Hart Ltd,8/12/2020,Tourist Visa
1.97505E+11,Mariam Alajmi,Female,Non-Kuwaiti,6/7/1995,Work Visa,6/11/2024,11/18/2025,Yes,Patent attorney,Married,Employed,"Griffin, Graves and Richardson",9635,1/4/2024,Public,2,Temporary Resident,Smith LLC,10/4/2020,None
1.97006E+11,Jaber Alfailakawi,Male,Kuwaiti,10/22/1988,Student Visa,11/24/2021,4/22/2025,No,Chartered management accountant,Widowed,Retired,,0,9/24/2022,Private,5,Temporary Resident,"Hall, Gibbs and Pittman",6/7/2024,Residency Visa
1.9731E+11,Ali Alshammari,Male,Kuwaiti,10/31/1981,Student Visa,4/29/2024,4/24/2026,No,Actuary,Single,Unemployed,,0,1/1/2022,Private,1,Visitor,Burton-West,3/13/2022,Tourist Visa
1.97507E+11,Fahad Almubarak,Male,Non-Kuwaiti,12/28/1964,Student Visa,12/9/2023,11/26/2026,Yes,"Engineer, mining",Widowed,Unemployed,,0,1/19/2016,Private,5,Temporary Resident,Barber Ltd,2/3/2020,Student Visa
1.98406E+11,Huda Alenezi,Female,Kuwaiti,4/25/1973,Tourist Visa,5/5/2021,9/9/2025,No,Insurance broker,Widowed,Retired,,0,2/24/2016,Public,5,Visitor,Garcia-Noble,6/14/2024,None
1.98505E+11,Munira Almutawa,Female,Non-Kuwaiti,5/2/2000,Tourist Visa,11/23/2023,5/3/2027,No,"Accountant, chartered public finance",Married,Employed,"Navarro, Greer and Green",18895,5/9/2018,Private,4,Permanent Resident,Wolf-Marshall,2/10/2022,Work Visa
2.00109E+11,Salem Alshatti,Male,Non-Kuwaiti,1/21/1991,Work Visa,3/9/2023,10/14/2026,Yes,Event organiser,Widowed,Employed,Humphrey and Sons,36232,9/2/2015,Private,1,Permanent Resident,May-Carroll,3/18/2020,Student Visa
1.97702E+11,Abdullah Alrashidi,Male,Non-Kuwaiti,8/22/1979,Student Visa,2/15/2022,1/25/2025,Yes,Television floor manager,Widowed,Employed,Stone-Johnson,15345,11/1/2015,Private,4,Temporary Resident,Chambers Ltd,9/24/2022,Student Visa
1.96909E+11,Reem Alotaibi,Female,Non-Kuwaiti,7/18/1998,Residency Visa,3/8/2021,4/28/2026,Yes,Consulting civil engineer,Widowed,Employed,Porter-Stewart,12506,11/19/2015,Public,3,Visitor,Wells-Wong,5/22/2021,Student Visa
1.96505E+11,Ali Alshammari,Male,Kuwaiti,9/21/1965,Residency Visa,12/17/2020,12/5/2024,No,"Education officer, community",Divorced,Self-Employed,,34355,4/21/2024,Public,4,Temporary Resident,"Edwards, Perez and Lee",2/20/2022,Work Visa
1.96705E+11,Huda Alenezi,Female,Kuwaiti,1/24/1960,Work Visa,8/7/2022,1/16/2026,No,Multimedia programmer,Single,Self-Employed,,38399,7/2/2018,Private,2,Visitor,Perkins-Davis,2/8/2020,Student Visa
1.98109E+11,Dalal Albloushi,Female,Non-Kuwaiti,9/13/1960,Residency Visa,2/19/2024,4/7/2027,Yes,Dramatherapist,Married,Self-Employed,,6646,5/7/2017,Public,1,Visitor,Hall-Hall,12/17/2022,Tourist Visa
1.98308E+11,Reem Alotaibi,Female,Non-Kuwaiti,5/29/1963,Residency Visa,4/15/2024,8/5/2024,Yes,"Engineer, control and instrumentation",Widowed,Employed,White-Martin,49867,12/21/2014,Public,4,Visitor,"Vasquez, Benitez and Joseph",1/2/2022,Tourist Visa
1.98411E+11,Laila Alhaddad,Female,Non-Kuwaiti,10/12/2004,Residency Visa,7/2/2020,11/10/2026,Yes,Photographer,Single,Retired,,0,3/8/2016,Public,4,Temporary Resident,Garcia Inc,11/28/2023,Student Visa
1.96301E+11,Ahmad Almutairi,Male,Kuwaiti,12/1/2005,Tourist Visa,6/5/2023,8/8/2026,Yes,Writer,Widowed,Employed,Walker-Gill,5805,3/29/2015,Private,0,Temporary Resident,Baker and Sons,5/9/2022,Tourist Visa
1.9941E+11,Ali Alshammari,Male,Non-Kuwaiti,2/22/2006,Student Visa,11/6/2021,10/25/2025,Yes,Senior tax professional/tax inspector,Married,Unemployed,,0,2/18/2015,Public,1,Permanent Resident,Johnson-Watson,7/16/2022,None
1.98001E+11,Munira Almutawa,Female,Non-Kuwaiti,6/23/1974,Work Visa,9/3/2023,3/20/2026,No,Architect,Married,Retired,,0,2/20/2018,Public,3,Permanent Resident,"West, Hayes and Campbell",9/1/2023,Work Visa
1.99607E+11,Fahad Almubarak,Male,Non-Kuwaiti,4/1/1996,Student Visa,11/10/2023,12/22/2026,Yes,"Editor, magazine features",Widowed,Self-Employed,,12336,3/17/2020,Public,0,Permanent Resident,"Thompson, Williams and Shepard",11/7/2022,Student Visa
2.00311E+11,Aisha Alshammari,Female,Non-Kuwaiti,4/27/1987,Tourist Visa,1/26/2021,6/8/2026,No,Adult guidance worker,Divorced,Unemployed,,0,3/13/2017,Public,4,Permanent Resident,"Crawford, Sawyer and Simmons",11/4/2022,None
1.97803E+11,Salem Alshatti,Male,Non-Kuwaiti,10/7/2002,Residency Visa,4/14/2023,4/3/2027,Yes,Amenity horticulturist,Widowed,Self-Employed,,18532,3/8/2019,Public,0,Temporary Resident,Reese LLC,9/8/2023,Student Visa
1.97304E+11,Abdulaziz Almutawa,Male,Non-Kuwaiti,5/18/1980,Student Visa,5/1/2020,8/31/2026,Yes,Trade mark attorney,Single,Employed,Todd LLC,11063,8/17/2020,Public,1,Temporary Resident,Mcdonald-Cruz,3/18/2023,Work Visa
1.96511E+11,Zainab Alkhateeb,Female,Non-Kuwaiti,9/29/1992,Tourist Visa,1/11/2020,1/25/2026,Yes,Contracting civil engineer,Married,Retired,,0,9/29/2020,Public,5,Visitor,Hampton Inc,2/18/2023,Student Visa
1.98112E+11,Abdullah Alrashidi,Male,Kuwaiti,1/6/1965,Residency Visa,4/13/2024,8/1/2026,No,Health and safety inspector,Widowed,Employed,Levy Inc,30963,6/6/2022,Private,0,Temporary Resident,Ferguson-Smith,4/27/2021,Work Visa
1.96702E+11,Abdullah Alrashidi,Male,Non-Kuwaiti,10/1/1964,Student Visa,2/7/2022,9/15/2026,No,Health promotion specialist,Divorced,Employed,Page-Fitzgerald,6977,7/7/2021,Private,4,Permanent Resident,Maddox-Hernandez,1/27/2023,Residency Visa
1.97104E+11,Abdulaziz Almutawa,Male,Non-Kuwaiti,5/26/1991,Work Visa,7/19/2024,9/15/2026,Yes,Geophysical data processor,Single,Retired,,0,3/7/2020,Public,5,Permanent Resident,"Green, Martin and Ross",4/23/2024,None
1.98302E+11,Reem Alotaibi,Female,Kuwaiti,9/1/1978,Tourist Visa,2/10/2023,8/5/2025,No,"Therapist, speech and language",Divorced,Retired,,0,3/5/2023,Public,5,Permanent Resident,"Salinas, Harris and Richardson",11/28/2020,Work Visa
2.00211E+11,Salem Alshatti,Male,Non-Kuwaiti,4/9/1992,Student Visa,4/6/2020,9/1/2024,Yes,Osteopath,Married,Unemployed,,0,12/22/2016,Private,3,Temporary Resident,Flores-Brown,11/26/2021,Residency Visa
1.99204E+11,Aisha Alshammari,Female,Kuwaiti,4/28/1990,Residency Visa,2/12/2021,2/5/2026,Yes,"Engineer, civil (contracting)",Single,Retired,,0,9/10/2015,Private,5,Temporary Resident,Morton Inc,6/4/2024,Residency Visa
1.9731E+11,Hamad Alajmi,Male,Non-Kuwaiti,8/13/1962,Student Visa,10/4/2020,7/13/2025,Yes,Camera operator,Divorced,Employed,Deleon-Salinas,14223,5/15/2015,Private,4,Permanent Resident,Chapman LLC,7/7/2024,Residency Visa
1.97502E+11,Reem Alotaibi,Female,Kuwaiti,8/14/1979,Student Visa,6/18/2024,8/10/2025,No,Charity officer,Single,Self-Employed,,29332,6/13/2018,Public,0,Permanent Resident,Thomas PLC,6/16/2021,Student Visa
1.9601E+11,Mariam Alajmi,Female,Kuwaiti,6/15/1995,Work Visa,11/24/2020,11/12/2025,No,Advertising copywriter,Widowed,Self-Employed,,49591,9/13/2023,Public,2,Permanent Resident,"Jackson, Garcia and Kramer",6/16/2021,Student Visa
2.00203E+11,Hussein Alkhateeb,Male,Non-Kuwaiti,3/3/2003,Student Visa,11/15/2021,8/19/2025,No,Hydrologist,Divorced,Employed,Anderson-Brown,24172,7/25/2015,Private,5,Visitor,Shah and Sons,4/17/2024,Tourist Visa
1.99411E+11,Jana Alfailakawi,Female,Non-Kuwaiti,12/23/1995,Residency Visa,5/26/2021,5/22/2026,Yes,Engineering geologist,Divorced,Unemployed,,0,7/26/2020,Private,3,Permanent Resident,Stone-Shaffer,12/21/2023,Work Visa
1.99911E+11,Nasser Alhajeri,Male,Kuwaiti,10/1/1990,Tourist Visa,4/21/2023,6/1/2026,Yes,Soil scientist,Single,Self-Employed,,21091,3/13/2018,Public,0,Temporary Resident,Hunt LLC,2/8/2023,Tourist Visa
1.99904E+11,Nour Alshatti,Female,Kuwaiti,10/20/1983,Work Visa,2/28/2023,9/26/2025,No,Secretary/administrator,Divorced,Self-Employed,,7445,8/26/2020,Private,2,Temporary Resident,Robinson-Brady,11/5/2019,Work Visa
1.99806E+11,Abdulaziz Almutawa,Male,Non-Kuwaiti,10/20/2000,Tourist Visa,10/4/2021,10/2/2025,Yes,Adult nurse,Single,Self-Employed,,12826,7/16/2024,Public,1,Visitor,Wilkerson LLC,6/30/2023,Student Visa
1.99203E+11,Nasser Alhajeri,Male,Non-Kuwaiti,10/23/1990,Tourist Visa,8/10/2020,2/3/2025,No,"Journalist, magazine",Single,Retired,,0,6/25/2022,Private,1,Permanent Resident,"Bradley, Moss and Cruz",7/16/2021,None
1.97308E+11,Ahmad Almutairi,Male,Non-Kuwaiti,3/18/1967,Work Visa,6/25/2023,8/29/2024,Yes,"Secretary, company",Widowed,Unemployed,,0,3/31/2020,Public,5,Permanent Resident,Hill-Bell,2/4/2024,Tourist Visa
1.99807E+11,Jaber Alfailakawi,Male,Non-Kuwaiti,10/11/2003,Student Visa,9/10/2021,8/1/2025,No,Biomedical scientist,Single,Retired,,0,8/19/2014,Public,4,Permanent Resident,"Hernandez, Benitez and Gonzalez",8/6/2020,None
1.96011E+11,Abdullah Alrashidi,Male,Kuwaiti,4/11/1995,Tourist Visa,3/22/2021,2/17/2025,No,Ship broker,Widowed,Unemployed,,0,9/6/2015,Private,5,Temporary Resident,Rivera-Matthews,6/22/2020,Residency Visa
1.96202E+11,Jana Alfailakawi,Female,Non-Kuwaiti,12/19/1973,Tourist Visa,12/23/2021,2/27/2027,No,IT trainer,Widowed,Retired,,0,5/3/2015,Private,0,Visitor,"Hoover, Garcia and Mccullough",11/24/2021,None
1.98209E+11,Sara Alrashidi,Female,Non-Kuwaiti,10/31/2001,Residency Visa,1/2/2024,9/2/2026,No,Estate manager/land agent,Married,Employed,"Schultz, Richard and King",26179,3/19/2022,Private,3,Permanent Resident,"Mcdaniel, Mahoney and Weaver",9/10/2022,Work Visa
1.99611E+11,Ahmad Almutairi,Male,Non-Kuwaiti,12/2/1961,Residency Visa,6/29/2023,6/4/2025,Yes,Tree surgeon,Divorced,Employed,Romero-Martinez,20014,11/2/2017,Private,4,Permanent Resident,"Tucker, Green and Hernandez",7/12/2022,Residency Visa
1.97211E+11,Abdullah Alrashidi,Male,Kuwaiti,2/20/1989,Work Visa,7/18/2022,12/12/2026,No,"Solicitor, Scotland",Single,Self-Employed,,18549,5/27/2021,Public,3,Permanent Resident,"Garcia, Mendez and Nguyen",6/19/2024,Student Visa
1.98405E+11,Hind Almubarak,Female,Non-Kuwaiti,2/11/1997,Student Visa,1/1/2023,11/27/2026,Yes,Building surveyor,Widowed,Unemployed,,0,6/7/2020,Private,5,Permanent Resident,"Larson, Bryan and Brown",6/30/2020,Student Visa
1.99806E+11,Dalal Albloushi,Female,Kuwaiti,11/30/1974,Work Visa,5/4/2021,5/19/2027,No,Product designer,Widowed,Retired,,0,7/4/2018,Public,4,Permanent Resident,Williams and Sons,3/24/2023,Work Visa
1.98103E+11,Salem Alshatti,Male,Kuwaiti,7/26/1975,Tourist Visa,5/7/2022,8/29/2026,No,Radio broadcast assistant,Widowed,Self-Employed,,22040,4/14/2016,Private,5,Visitor,Sullivan-Mclaughlin,12/5/2023,Work Visa
1.96505E+11,Sara Alrashidi,Female,Non-Kuwaiti,11/22/1998,Student Visa,7/11/2022,9/6/2026,Yes,Quality manager,Married,Unemployed,,0,5/5/2019,Private,1,Permanent Resident,White Group,8/14/2019,None
1.96606E+11,Dalal Albloushi,Female,Non-Kuwaiti,12/25/1973,Residency Visa,5/18/2023,10/15/2024,No,Surgeon,Single,Employed,"Barnett, Leblanc and Carson",43096,8/29/2016,Public,5,Visitor,Alexander Group,11/24/2019,None
1.98409E+11,Mariam Alajmi,Female,Non-Kuwaiti,9/10/2004,Tourist Visa,3/8/2023,2/27/2027,Yes,"Teacher, secondary school",Married,Self-Employed,,30600,11/9/2020,Private,0,Temporary Resident,"Martinez, Walker and Greene",2/20/2024,Work Visa
1.98203E+11,Fahad Almubarak,Male,Kuwaiti,11/28/1960,Tourist Visa,1/11/2022,5/10/2027,Yes,Systems developer,Single,Retired,,0,12/30/2021,Private,1,Temporary Resident,Taylor Inc,10/6/2023,None
1.96704E+11,Jana Alfailakawi,Female,Non-Kuwaiti,11/6/1977,Student Visa,1/26/2022,11/25/2026,Yes,Primary school teacher,Divorced,Unemployed,,0,10/21/2016,Public,4,Permanent Resident,Cobb and Sons,1/1/2021,Work Visa
1.98004E+11,Hind Almubarak,Female,Kuwaiti,1/8/1966,Tourist Visa,9/10/2021,7/24/2026,Yes,"Surveyor, rural practice",Divorced,Self-Employed,,45820,7/14/2024,Private,3,Permanent Resident,Romero-Gutierrez,8/13/2023,Residency Visa
1.97007E+11,Mubarak Albloushi,Male,Kuwaiti,10/29/1984,Residency Visa,7/7/2023,9/28/2024,No,Technical brewer,Widowed,Unemployed,,0,2/28/2019,Public,1,Temporary Resident,Gutierrez-Harrison,8/27/2023,Residency Visa
1.99509E+11,Khalid Almansoori,Male,Non-Kuwaiti,6/24/1981,Tourist Visa,3/1/2021,8/18/2024,Yes,"Psychologist, educational",Widowed,Retired,,0,8/25/2017,Private,2,Visitor,Miller-Smith,2/1/2024,Work Visa
1.97108E+11,Mishal Alsaad,Male,Kuwaiti,11/18/1986,Student Visa,6/12/2023,7/10/2027,No,Field seismologist,Divorced,Unemployed,,0,1/6/2024,Public,0,Temporary Resident,"Barnes, Rodriguez and Green",2/25/2024,None
1.99008E+11,Munira Almutawa,Female,Non-Kuwaiti,1/25/1982,Residency Visa,5/25/2022,3/7/2027,Yes,TEFL teacher,Widowed,Self-Employed,,27990,10/12/2015,Public,4,Permanent Resident,"Mendoza, Davis and Jones",6/29/2020,Residency Visa
2.0031E+11,Khalid Almansoori,Male,Kuwaiti,4/3/1968,Work Visa,10/2/2021,12/25/2024,No,Clinical cytogeneticist,Widowed,Unemployed,,0,12/25/2014,Public,5,Visitor,"Shaw, Dalton and Daniels",11/30/2022,Residency Visa
1.96204E+11,Sara Alrashidi,Female,Non-Kuwaiti,10/22/1998,Residency Visa,6/7/2021,6/24/2027,No,Sport and exercise psychologist,Single,Employed,"Bell, Cooper and Daniels",40014,5/15/2017,Private,2,Permanent Resident,Goodman-Richardson,5/8/2020,None
1.98007E+11,Abdullah Alrashidi,Male,Kuwaiti,9/2/1984,Student Visa,5/9/2020,7/11/2025,Yes,Sports therapist,Widowed,Unemployed,,0,4/14/2021,Public,2,Temporary Resident,Robinson Group,4/21/2020,Tourist Visa
1.99909E+11,Ali Alshammari,Male,Kuwaiti,8/25/1989,Student Visa,9/14/2022,1/1/2027,Yes,Art therapist,Widowed,Retired,,0,11/28/2014,Private,2,Permanent Resident,Porter and Sons,3/2/2023,Tourist Visa
1.99706E+11,Reem Alotaibi,Female,Kuwaiti,4/28/1967,Work Visa,11/23/2022,11/18/2024,No,"Therapist, music",Divorced,Retired,,0,10/2/2016,Private,4,Permanent Resident,Williams Ltd,2/5/2024,Residency Visa
1.97611E+11,Mubarak Albloushi,Male,Non-Kuwaiti,10/11/1986,Work Visa,4/17/2020,11/6/2026,Yes,Arboriculturist,Widowed,Unemployed,,0,10/5/2018,Private,4,Visitor,Solis Inc,6/26/2020,Residency Visa
1.99703E+11,Jaber Alfailakawi,Male,Kuwaiti,4/24/1969,Tourist Visa,6/20/2022,8/1/2025,No,Banker,Married,Retired,,0,3/4/2016,Public,4,Permanent Resident,"Vang, Simmons and Miller",5/6/2024,None
1.9661E+11,Yousef Alhaddad,Male,Kuwaiti,4/11/1974,Student Visa,8/5/2021,3/14/2025,Yes,"Physicist, medical",Single,Self-Employed,,19645,7/24/2022,Public,1,Temporary Resident,Williams-Burnett,3/20/2024,Student Visa
1.9991E+11,Zainab Alkhateeb,Female,Kuwaiti,2/20/1961,Student Visa,2/22/2024,5/11/2026,No,Trade mark attorney,Divorced,Employed,"Flores, Perez and Williams",19667,4/8/2021,Public,2,Visitor,Mayer-Schaefer,4/25/2024,Student Visa
2.0001E+11,Jana Alfailakawi,Female,Kuwaiti,12/25/1983,Residency Visa,2/23/2021,12/22/2026,Yes,Outdoor activities/education manager,Widowed,Employed,Gutierrez and Sons,12783,1/5/2018,Private,3,Visitor,Cruz and Sons,12/16/2021,Student Visa
1.9681E+11,Munira Almutawa,Female,Non-Kuwaiti,12/10/1989,Student Visa,5/20/2020,5/12/2027,Yes,Quantity surveyor,Married,Unemployed,,0,10/21/2020,Public,1,Temporary Resident,Harris-Myers,1/12/2020,None
1.99302E+11,Mubarak Albloushi,Male,Kuwaiti,4/25/2003,Tourist Visa,5/29/2021,4/27/2027,No,"Engineer, maintenance",Widowed,Unemployed,,0,3/19/2017,Private,0,Temporary Resident,"Simmons, Phillips and Summers",9/29/2020,Tourist Visa
1.97806E+11,Reem Alotaibi,Female,Kuwaiti,6/12/1989,Residency Visa,10/11/2021,11/6/2025,No,Aeronautical engineer,Single,Unemployed,,0,8/1/2022,Public,4,Visitor,Webster and Sons,11/21/2022,None
1.98408E+11,Sara Alrashidi,Female,Kuwaiti,4/15/1966,Work Visa,2/21/2023,2/27/2025,Yes,IT trainer,Divorced,Self-Employed,,44035,10/24/2020,Public,0,Temporary Resident,Logan-Carroll,12/14/2019,Work Visa
1.99108E+11,Saad Alotaibi,Male,Kuwaiti,2/4/2005,Residency Visa,12/2/2023,4/5/2027,Yes,"Accountant, chartered management",Widowed,Unemployed,,0,10/31/2020,Public,5,Permanent Resident,Thompson LLC,8/5/2021,Work Visa
1.97312E+11,Khadija Almansoori,Female,Kuwaiti,12/18/1980,Student Visa,8/9/2023,5/5/2027,Yes,Press sub,Widowed,Unemployed,,0,5/19/2018,Public,2,Visitor,Lopez PLC,6/17/2020,Student Visa
2.00012E+11,Yousef Alhaddad,Male,Non-Kuwaiti,3/19/1976,Tourist Visa,12/9/2021,6/19/2025,No,Therapeutic radiographer,Single,Retired,,0,10/14/2021,Private,5,Visitor,"White, Lee and Sanchez",2/11/2022,Student Visa
1.9681E+11,Nasser Alhajeri,Male,Kuwaiti,3/20/1999,Tourist Visa,7/1/2024,8/29/2025,No,"Engineer, maintenance (IT)",Widowed,Self-Employed,,43641,1/24/2020,Public,4,Visitor,Schmidt LLC,9/12/2023,Residency Visa
1.99711E+11,Amina Alhajeri,Female,Kuwaiti,5/24/1967,Residency Visa,2/1/2021,3/2/2027,Yes,"Research officer, trade union",Widowed,Retired,,0,6/18/2017,Private,4,Temporary Resident,Torres and Sons,1/1/2024,Residency Visa
1.97404E+11,Hussein Alkhateeb,Male,Non-Kuwaiti,10/16/1978,Student Visa,7/16/2021,12/26/2026,No,Textile designer,Married,Retired,,0,6/12/2017,Private,1,Temporary Resident,"Warner, Johnson and Johnson",7/24/2021,Tourist Visa
1.99011E+11,Khadija Almansoori,Female,Kuwaiti,1/5/1961,Tourist Visa,2/7/2024,7/5/2026,No,Chemical engineer,Single,Unemployed,,0,9/23/2023,Private,3,Temporary Resident,Crawford-Gonzalez,4/22/2021,Residency Visa
1.99909E+11,Zainab Alkhateeb,Female,Kuwaiti,11/7/1971,Tourist Visa,6/17/2024,10/20/2025,Yes,"Teacher, music",Married,Self-Employed,,44981,8/4/2019,Private,3,Visitor,Singleton Ltd,1/27/2024,Residency Visa
1.99202E+11,Jaber Alfailakawi,Male,Kuwaiti,3/16/1994,Tourist Visa,3/23/2021,9/30/2025,Yes,Civil Service fast streamer,Married,Unemployed,,0,1/11/2017,Public,4,Visitor,Harvey Inc,12/2/2020,Student Visa
1.99105E+11,Laila Alhaddad,Female,Kuwaiti,6/14/1978,Student Visa,3/5/2020,3/7/2025,Yes,Health physicist,Married,Retired,,0,7/25/2023,Private,4,Permanent Resident,"Mendez, Carr and Dennis",8/13/2021,Tourist Visa
1.97608E+11,Mishal Alsaad,Male,Non-Kuwaiti,5/4/1976,Work Visa,5/4/2020,6/24/2027,No,Water engineer,Widowed,Employed,Jones-Thompson,41538,5/28/2020,Public,1,Temporary Resident,"Johnson, Wiley and Stone",2/12/2024,Work Visa
1.99008E+11,Khalid Almansoori,Male,Non-Kuwaiti,9/27/1974,Work Visa,6/4/2023,8/22/2025,Yes,Orthoptist,Divorced,Unemployed,,0,12/5/2015,Private,0,Temporary Resident,Howard-Gross,4/8/2022,None
1.98111E+11,Dalal Albloushi,Female,Non-Kuwaiti,1/27/1964,Tourist Visa,2/16/2021,7/8/2025,No,"Conservation officer, historic buildings",Widowed,Employed,King LLC,15159,8/28/2016,Public,4,Permanent Resident,"Smith, Rogers and Ortiz",6/11/2024,Student Visa
1.98709E+11,Yousef Alhaddad,Male,Kuwaiti,10/9/1989,Residency Visa,7/11/2020,11/18/2026,No,Higher education careers adviser,Married,Retired,,0,4/6/2023,Public,5,Visitor,George PLC,7/17/2024,Student Visa
1.96402E+11,Salem Alshatti,Male,Non-Kuwaiti,4/7/1966,Work Visa,9/21/2021,4/30/2026,No,"Engineer, aeronautical",Single,Self-Employed,,24272,11/29/2023,Public,2,Permanent Resident,"Burns, Gallegos and Lee",3/7/2022,Tourist Visa
1.97305E+11,Mishal Alsaad,Male,Kuwaiti,9/24/1994,Work Visa,4/2/2023,6/7/2025,No,Airline pilot,Married,Employed,Christian LLC,45807,10/6/2015,Private,1,Visitor,"Garcia, Brown and Newman",2/21/2021,Student Visa
2.00109E+11,Laila Alhaddad,Female,Non-Kuwaiti,9/12/1991,Tourist Visa,10/17/2021,8/7/2025,Yes,"Education officer, community",Married,Employed,Juarez-Miller,44240,11/24/2023,Public,0,Visitor,Hamilton-Smith,7/12/2021,Residency Visa
1.99407E+11,Jaber Alfailakawi,Male,Kuwaiti,5/24/1980,Tourist Visa,1/23/2024,6/9/2027,Yes,Police officer,Divorced,Employed,Smith-Conley,34591,9/11/2018,Private,3,Visitor,Spencer-Knox,11/28/2019,Student Visa
1.99202E+11,Abdullah Alrashidi,Male,Non-Kuwaiti,10/26/1970,Residency Visa,1/12/2020,9/21/2024,No,Stage manager,Married,Unemployed,,0,5/1/2017,Private,3,Visitor,Thompson-Alvarez,3/8/2020,Tourist Visa
1.96003E+11,Sara Alrashidi,Female,Kuwaiti,5/14/1979,Tourist Visa,6/6/2023,9/18/2026,No,English as a foreign language teacher,Widowed,Retired,,0,10/24/2023,Public,3,Permanent Resident,"Chen, Maldonado and Mccormick",9/29/2022,Work Visa
1.99001E+11,Mishal Alsaad,Male,Non-Kuwaiti,10/20/1992,Work Visa,6/24/2024,2/18/2025,Yes,Minerals surveyor,Divorced,Self-Employed,,28525,1/28/2023,Public,0,Permanent Resident,Lewis Inc,2/15/2022,Work Visa
1.99802E+11,Laila Alhaddad,Female,Non-Kuwaiti,8/22/1965,Tourist Visa,1/20/2021,9/22/2025,Yes,Banker,Divorced,Retired,,0,12/29/2016,Private,0,Permanent Resident,Jefferson-Moore,5/29/2024,None
1.98411E+11,Hind Almubarak,Female,Non-Kuwaiti,10/13/1958,Work Visa,3/20/2022,1/23/2027,No,Customer service manager,Married,Unemployed,,0,2/23/2016,Private,2,Permanent Resident,Ford Ltd,10/13/2019,Work Visa
2.00208E+11,Hind Almubarak,Female,Non-Kuwaiti,5/25/1972,Student Visa,12/10/2023,2/1/2026,No,Occupational therapist,Single,Retired,,0,9/22/2018,Public,1,Visitor,"Morgan, Juarez and Sanders",11/14/2020,None
1.99603E+11,Hussein Alkhateeb,Male,Kuwaiti,8/2/1973,Residency Visa,6/6/2020,7/2/2025,No,"Programmer, multimedia",Divorced,Employed,Shaw-Shelton,29294,6/16/2021,Public,0,Visitor,Reed Group,4/29/2021,Tourist Visa
1.9801E+11,Mishal Alsaad,Male,Kuwaiti,4/4/1983,Student Visa,9/5/2022,9/5/2025,No,"Nurse, mental health",Divorced,Employed,Reyes Inc,47307,4/6/2020,Public,5,Visitor,Newman-Gibson,1/28/2020,Work Visa
1.98406E+11,Munira Almutawa,Female,Non-Kuwaiti,3/5/1995,Student Visa,2/11/2024,6/27/2025,No,Chiropractor,Divorced,Unemployed,,0,4/28/2016,Private,5,Permanent Resident,Esparza-Morrison,11/4/2022,Tourist Visa
1.99407E+11,Mohammed Alenezi,Male,Kuwaiti,9/29/1970,Work Visa,6/17/2020,8/19/2024,No,Music therapist,Widowed,Employed,Keller-Taylor,34586,7/12/2022,Public,1,Visitor,"Vaughn, Santos and Holland",12/4/2021,Work Visa
1.96511E+11,Jaber Alfailakawi,Male,Kuwaiti,12/9/1983,Student Visa,2/15/2024,10/13/2026,Yes,Hydrologist,Single,Self-Employed,,20224,8/23/2023,Public,4,Visitor,Thompson Group,1/30/2024,None
1.98404E+11,Ali Alshammari,Male,Non-Kuwaiti,3/12/1981,Work Visa,3/2/2021,2/14/2027,No,Best boy,Widowed,Unemployed,,0,11/26/2019,Private,2,Permanent Resident,"Moore, Anderson and Ryan",2/25/2022,Tourist Visa
1.98804E+11,Sara Alrashidi,Female,Kuwaiti,4/17/1974,Residency Visa,2/26/2021,11/15/2024,Yes,Glass blower/designer,Widowed,Self-Employed,,28822,4/10/2018,Public,1,Temporary Resident,Mcconnell Group,8/23/2023,None
2.00201E+11,Khalid Almansoori,Male,Kuwaiti,8/25/1979,Work Visa,12/31/2022,8/26/2026,No,Estate manager/land agent,Widowed,Self-Employed,,49778,5/9/2022,Private,0,Permanent Resident,Page-Dorsey,9/22/2019,Student Visa
1.99901E+11,Reem Alotaibi,Female,Kuwaiti,10/3/1971,Work Visa,11/18/2023,9/13/2025,Yes,Counsellor,Divorced,Unemployed,,0,1/7/2021,Public,4,Visitor,"Cooper, Rivas and Juarez",12/25/2023,Work Visa
1.99804E+11,Nasser Alhajeri,Male,Non-Kuwaiti,2/19/2002,Student Visa,10/13/2022,11/6/2026,No,Museum/gallery conservator,Single,Employed,Kennedy PLC,27117,10/5/2014,Public,5,Permanent Resident,Kelly Ltd,11/12/2021,Residency Visa
